NoCorrection	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
protist_Zotu671	0	5	0	0	5	9	3	3	8	5	4	1	6	12	3	0	2	6	1	0	3	10	1	0	3	5	4	4	1	1	4	0	0	10	4	2	0	6	22	0	0	2	45	0	0	4	31	0	2	18	21	1	5	13	45	0	1	3	15	0	0	0	74	0	0	9	1	0	2	24	0	0	0	0	0	0	1	8	0	0	5	2	0	0	1	1	0	1	0	6	0	0	0	13	0	0	0	3	0	0	0	0	0	1	1	1	0
protist_Zotu34	10	11	45	175	17	12	56	1022	28	2	66	142	25	0	22	807	60	0	17	149	10	2	13	3	74	1	62	757	9	0	16	463	4	7	28	924	173	4	76	116	135	15	51	127	154	12	108	330	34	74	28	114	56	15	26	227	163	10	99	1091	88	7	149	125	273	102	88	104	0	37	9	24	1	26	381	35	3	162	548	29	5	114	642	62	7	149	981	73	8	294	694	19	2	321	948	7	1	26	1790	20	2	15	2090	11	0	12	1256
protist_Zotu123	152	0	0	0	141	0	49	1	223	0	38	3	246	0	0	1	167	0	0	22	215	3	0	2	116	1	36	4	63	1	15	0	40	12	6	2	584	3	40	56	375	6	39	0	506	13	21	0	572	82	99	77	116	41	79	182	542	2	81	538	74	0	73	10	36	33	2	69	0	14	0	17	0	1	6	18	0	97	28	12	0	44	21	34	0	10	43	32	0	17	74	0	0	20	45	1	0	27	0	1	0	39	0	2	0	24	0
protist_Zotu272	8	3	141	17	9	0	26	104	9	0	69	38	10	0	10	152	7	0	10	54	0	2	9	15	7	0	39	165	1	1	8	4	0	3	7	268	2	0	34	26	13	4	44	1	0	3	82	30	4	1	23	7	5	6	11	26	5	1	34	46	0	0	149	32	0	164	4	1	1	41	0	0	1	2	18	0	0	36	28	5	1	27	35	0	7	10	40	2	3	24	21	1	2	59	29	1	0	7	2	6	0	11	6	27	2	44	14
protist_Zotu195	27	0	0	39	12	0	5	345	23	0	6	31	7	0	0	0	8	0	0	4	12	1	0	0	51	0	6	42	23	0	3	852	54	1	3	34	188	1	0	7	86	0	6	1	197	1	6	0	57	0	3	9	20	2	12	5	64	0	1	2	21	0	0	1	30	4	0	22	0	1	0	1	0	2	5	2	0	5	15	1	0	2	18	5	0	0	9	7	0	2	15	2	0	0	7	0	0	0	19	0	0	4	1	0	0	1	1
protist_Zotu506	6	23	0	0	14	41	12	4	11	26	11	0	12	31	0	0	1	10	0	0	2	23	0	0	2	16	5	2	4	8	10	0	1	21	3	0	19	0	24	0	1	1	44	0	6	3	33	0	5	17	34	6	4	17	16	4	9	12	27	16	3	0	81	0	7	26	4	0	0	7	0	0	5	0	0	2	0	1	0	0	4	1	0	1	2	0	0	1	0	3	1	0	0	8	4	0	2	0	0	0	1	1	0	0	0	2	0
protist_Zotu155	6	0	11	5	69	0	30	85	74	1	74	8	47	0	2	14	20	0	1	27	6	0	0	12	31	0	60	118	0	0	91	0	3	9	14	74	24	2	350	16	13	13	348	38	18	29	388	21	7	0	144	60	38	35	47	63	54	1	145	11	16	0	783	9	12	468	16	3	0	312	0	11	0	0	6	9	0	46	11	5	0	22	4	0	1	8	6	4	0	56	12	0	0	106	27	0	0	0	3	9	0	2	0	15	0	26	0
protist_Zotu316	8	2	3	16	2	2	13	25	5	1	7	39	18	0	3	68	10	0	1	63	3	1	3	4	10	0	17	201	1	0	1	121	2	0	2	178	15	0	15	42	10	5	4	0	6	1	18	41	2	0	1	16	0	16	1	39	14	0	8	1	8	0	1	57	5	19	6	2	0	3	0	6	0	2	36	4	0	6	65	2	1	7	66	5	7	6	58	3	1	6	32	60	2	12	51	0	0	5	90	6	1	5	86	3	1	6	48
protist_Zotu335	21	0	0	0	15	0	12	2	61	0	19	0	33	0	0	1	22	0	0	1	16	0	0	0	15	0	10	2	8	0	6	0	5	3	0	3	253	0	32	2	82	1	38	0	172	5	26	0	41	0	15	1	7	3	13	7	68	0	16	1	66	0	207	0	137	46	1	63	0	8	0	4	0	0	1	12	0	21	9	1	0	6	9	33	0	0	8	12	0	5	14	0	0	14	2	0	0	1	0	0	0	1	0	4	0	5	0
protist_Zotu137	433	4	0	0	338	5	96	2	391	0	40	8	436	3	4	21	630	0	2	61	447	9	3	9	691	0	46	21	254	1	8	0	330	27	24	21	241	9	51	92	256	30	44	0	275	36	47	2	345	1	23	20	256	12	22	37	274	10	41	5	84	0	55	15	122	68	10	52	0	22	0	37	4	0	15	47	5	121	19	18	4	112	28	45	2	51	34	38	8	62	41	0	0	62	30	103	3	67	2	81	1	74	0	119	1	90	3
protist_Zotu279	88	0	0	67	65	1	16	11	59	0	22	8	23	0	3	0	65	0	0	8	40	1	0	2	58	0	27	27	43	1	3	0	42	5	3	54	200	1	24	51	104	3	11	5	171	5	34	19	139	0	3	46	42	11	4	91	186	1	7	240	45	0	28	10	65	15	5	36	0	2	0	16	0	2	10	18	0	15	48	11	0	23	34	10	0	1	49	17	0	5	51	3	0	8	75	7	0	8	8	4	0	12	7	2	0	6	48
protist_Zotu409	0	24	35	0	0	4	3	0	0	1	16	11	1	0	3	0	4	0	3	10	0	0	12	0	5	1	3	9	5	1	0	0	2	1	0	15	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	5	0	1	0	3	1	0	5	0	1	0	28	4	13	4	16	3	52	31	6	5	64	8	101	2	60	33	112	0	61	16	0	0	38	26	13	0	0	16	8	0	12	6	1	0	2	22
protist_Zotu364	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	4	0	0	0	36	16	0	3	0	0	0	9	128	0	0	0	0	0	0	6	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protist_Zotu644	0	16	0	0	0	6	1	0	0	12	0	0	0	14	0	0	0	13	0	0	0	6	0	0	0	25	0	0	4	10	0	0	1	32	0	0	0	3	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	1	0	1	0	7	0	0	0	160	0	0	0	0	0	0	5	0	0	0	13	0	0	0	48	0	0	0	28	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
protist_Zotu432	1	11	199	17	1	9	6	20	1	9	10	23	1	2	10	4	9	3	6	4	0	1	6	1	4	3	5	10	0	4	3	0	0	2	1	35	0	1	1	3	0	2	1	28	1	0	0	0	6	13	0	2	0	39	6	5	1	10	2	0	1	0	7	9	2	0	18	4	1	5	0	5	10	33	22	0	8	28	17	6	1	30	33	23	1	36	33	7	1	22	23	55	0	83	26	4	10	2	2	2	15	4	30	6	14	0	1
protist_Zotu422	0	38	0	28	0	12	13	3	1	4	3	18	5	11	9	15	1	1	3	11	0	1	11	1	0	1	4	29	0	0	0	0	0	0	1	44	2	0	0	3	1	1	1	0	0	1	0	1	2	0	0	14	1	2	1	4	2	3	2	0	1	0	4	9	0	4	6	1	2	0	0	11	17	7	5	34	6	19	30	20	9	9	4	2	7	2	7	2	13	4	11	5	10	12	12	82	16	1	5	127	12	0	11	121	24	9	0
protist_Zotu235	1	31	0	25	2	16	4	2	3	59	3	83	1	29	16	5	4	5	5	9	6	63	6	41	20	35	0	95	1	17	2	0	12	31	3	71	1	38	1	86	0	33	1	0	23	20	2	0	1	101	0	0	7	12	4	1	1	22	7	0	1	128	1	12	0	0	8	1	16	3	0	4	31	10	20	0	23	5	6	1	28	13	8	0	51	4	7	4	17	7	10	0	14	21	1	10	28	2	0	22	17	8	5	2	21	8	10
protist_Zotu273	2	1	0	265	1	0	32	2	5	1	0	173	3	32	1	9	6	7	0	40	3	0	3	20	9	9	4	72	3	0	0	0	6	5	5	111	0	1	5	13	8	4	7	4	0	2	51	0	6	1	3	1	4	1	10	2	25	2	79	0	0	0	8	96	0	7	12	3	1	2	0	0	2	10	34	2	2	2	72	1	0	0	36	0	0	4	18	0	0	7	7	12	0	0	13	4	0	3	4	19	0	1	2	0	1	2	3
protist_Zotu474	1	20	0	39	2	17	7	7	4	1	0	46	8	14	1	6	1	3	2	4	0	2	0	14	4	2	3	46	0	1	1	0	1	0	5	41	3	0	4	12	3	1	3	2	1	2	16	0	3	6	2	1	3	2	6	4	4	0	9	0	0	1	12	39	0	2	3	3	0	2	0	6	0	41	13	14	2	6	20	7	2	0	47	4	0	3	30	0	0	1	11	18	2	2	16	31	2	2	25	10	2	3	132	12	2	3	4
protist_Zotu493	0	24	0	3	0	26	0	4	0	40	3	50	1	19	10	1	6	1	6	0	6	19	4	6	6	17	0	33	23	11	0	0	6	13	0	19	0	14	1	10	1	8	1	0	1	9	1	7	1	7	0	0	3	2	2	0	2	43	3	0	0	9	0	10	0	1	4	1	2	3	0	1	29	5	2	0	13	3	3	0	20	9	1	2	5	5	2	0	13	5	3	4	9	12	0	5	19	5	0	8	17	0	6	3	15	1	3
protist_Zotu133	0	23	0	2	0	17	11	0	0	4	3	27	0	19	19	37	1	1	22	57	1	0	47	11	1	0	0	31	0	0	1	0	0	1	6	0	0	6	7	0	0	7	9	0	0	5	0	1	0	0	0	6	0	0	10	1	0	6	9	0	3	1	7	0	2	0	38	0	0	1	0	62	69	10	3	89	21	0	4	36	31	1	8	0	0	31	2	0	4	25	2	52	7	30	0	589	85	0	92	789	113	2	116	483	197	0	127
protist_Zotu73	2	37	13	1	0	34	1	0	1	26	0	0	1	36	87	0	3	1	108	1	3	2	164	0	1	0	0	3	1	2	0	0	0	11	0	0	0	5	3	0	0	1	3	0	0	9	0	16	0	0	1	0	1	0	2	0	0	19	3	0	1	1	1	0	0	0	4	0	5	1	0	31	388	14	5	27	109	8	1	18	190	21	1	0	25	4	3	4	27	5	5	1	33	25	2	4	357	15	311	15	511	10	71	30	648	0	251
protist_Zotu142	3	0	3	1	0	0	7	0	0	0	11	3	7	0	1	5	19	0	1	4	0	0	2	419	3	0	5	4	1	0	0	0	0	0	3	3	0	0	4	0	2	1	2	35	0	4	1	1	4	1	2	3	0	1	7	1	3	0	4	0	3	0	7	4	5	0	2	4	1	1	0	11	0	52	3	32	0	19	24	6	0	33	35	38	1	52	8	22	0	38	5	1	0	55	8	15	0	9	143	33	0	41	44	68	0	5	12
protist_Zotu184	21	100	15	38	2	99	19	6	15	97	39	114	39	44	42	23	134	7	44	55	13	17	30	15	172	27	22	44	50	6	5	0	42	31	17	103	7	20	9	19	36	21	6	1	11	27	7	3	35	163	11	9	14	20	162	17	34	26	46	0	12	0	61	41	8	22	21	9	2	23	0	21	57	237	27	50	75	238	42	33	48	280	78	39	9	184	23	46	7	184	72	11	8	169	24	120	21	76	61	101	44	73	56	82	58	15	44
protist_Zotu198	5	0	1	11	0	2	4	0	3	25	14	7	6	2	2	1	54	2	7	1	1	0	2	231	17	2	3	5	4	3	1	0	3	0	5	1	19	3	3	0	1	1	4	20	2	4	0	0	10	5	0	3	11	1	4	0	2	5	2	0	3	0	5	7	2	1	2	26	0	2	0	7	2	206	7	34	3	66	24	7	3	175	4	23	0	47	17	9	0	49	12	11	1	138	2	34	17	16	22	9	7	12	0	48	5	34	0
protist_Zotu371	2	0	0	9	0	0	11	1	5	0	27	7	44	0	7	11	43	0	1	9	3	6	2	4	8	1	12	3	9	0	0	0	1	0	1	41	0	1	1	1	1	1	5	0	0	2	1	0	22	2	1	8	3	2	3	2	4	0	6	0	6	0	9	9	1	9	2	1	0	0	0	13	1	298	5	13	2	61	0	2	11	113	12	2	0	29	0	15	0	17	0	6	0	84	4	20	2	9	1	23	0	53	4	192	2	10	0
protist_Zotu391	1	5	0	3	0	0	4	0	7	3	7	10	15	2	6	12	25	0	10	75	1	0	2	8	18	3	1	11	7	0	2	0	0	3	4	61	0	3	0	3	1	2	3	0	0	10	1	0	9	0	5	1	5	0	11	5	0	8	3	0	1	0	11	3	8	9	3	1	2	3	0	4	0	40	3	2	0	105	10	5	1	105	1	9	0	62	20	2	0	51	10	5	0	118	2	37	0	20	7	15	1	13	3	30	10	1	4
protist_Zotu394	4	1	0	3	4	0	4	0	5	1	34	6	11	1	2	1	80	1	0	9	1	2	0	39	47	1	1	0	20	0	8	0	32	1	13	0	1	3	9	2	0	2	62	3	1	7	4	0	10	0	0	2	11	2	5	1	31	0	4	0	1	5	9	7	9	5	2	1	0	5	0	2	0	57	0	4	0	47	0	1	1	87	0	7	0	66	1	16	0	32	0	15	0	82	1	32	0	60	0	20	1	41	1	105	0	67	0
protist_Zotu431	0	1	7	2	0	1	6	0	0	5	4	1	2	1	1	3	3	2	1	8	0	0	0	34	2	0	4	2	4	0	0	0	2	1	4	1	1	2	3	0	0	0	5	4	0	3	3	0	5	0	0	7	39	1	5	0	1	0	1	0	0	0	1	1	2	0	8	4	0	0	0	20	1	10	10	29	0	18	4	22	0	5	2	19	0	5	4	5	0	3	8	0	0	12	10	47	0	13	79	29	0	11	17	144	0	2	7
protist_Zotu463	14	0	0	4	1	3	9	0	2	0	17	0	0	0	0	1	13	0	0	2	7	1	0	47	7	0	9	2	3	0	3	0	6	1	2	0	0	1	0	1	0	1	3	5	0	1	7	0	7	0	0	0	5	0	1	0	1	0	1	0	0	0	2	4	1	0	5	0	0	2	0	0	0	58	1	0	1	14	1	0	1	56	0	0	0	10	2	0	0	22	0	4	0	40	1	1	0	11	1	3	0	40	1	1	3	1	19
protist_Zotu495	1	1	0	6	0	0	7	1	0	2	8	5	6	0	0	15	20	0	0	0	0	0	0	49	0	0	15	8	7	0	0	0	0	1	9	9	2	3	6	1	3	1	9	7	0	1	5	6	5	0	1	4	3	3	10	4	2	2	6	0	0	0	8	1	2	13	2	4	0	2	0	6	0	24	5	1	0	7	3	4	1	15	12	2	0	35	4	2	0	19	5	1	0	24	5	33	2	2	27	23	0	11	9	24	0	1	5
protist_Zotu510	1	1	0	1	0	0	4	0	0	0	3	11	3	0	1	3	13	0	1	10	0	0	3	21	2	0	3	1	1	0	0	0	0	2	0	40	0	0	0	1	0	0	0	0	0	0	2	0	4	0	1	1	4	0	6	2	0	0	2	0	0	1	0	14	0	2	1	1	0	2	0	4	0	2	4	3	0	28	26	2	0	63	23	1	0	43	4	8	0	13	1	0	0	15	7	8	0	8	7	0	0	26	46	4	0	3	5
protist_Zotu556	1	0	3	4	1	0	1	2	3	0	7	7	6	1	0	1	26	0	6	14	2	3	3	3	53	0	3	2	13	0	0	0	73	2	0	4	10	1	1	1	17	1	5	0	17	6	0	0	4	0	1	2	4	35	4	4	5	1	6	0	4	0	3	0	5	1	4	6	0	10	0	2	1	61	11	3	0	16	18	8	1	62	1	30	0	41	17	12	0	41	2	1	1	64	1	20	0	8	4	5	1	6	5	7	4	2	0
protist_Zotu560	0	6	0	1	1	2	3	0	0	1	1	2	8	3	3	2	14	2	4	19	4	21	2	2	6	1	2	3	6	3	0	0	1	0	0	3	1	0	2	0	0	1	0	0	0	2	0	5	4	0	0	1	0	0	0	0	8	0	2	0	1	0	3	0	0	0	0	0	0	1	0	1	18	16	0	3	18	10	32	0	12	24	1	0	28	6	3	1	2	8	5	3	0	25	4	10	9	14	0	9	12	18	0	2	7	3	3
protist_Zotu631	4	0	69	1	1	0	3	0	2	0	18	0	2	0	2	1	41	0	3	2	0	0	3	0	34	0	1	0	8	0	1	0	24	0	2	2	0	1	0	2	1	3	2	0	0	2	0	0	7	0	0	2	3	1	4	0	5	0	2	0	1	0	0	4	1	0	0	1	0	3	0	5	0	34	1	7	0	5	0	0	1	47	3	22	0	16	0	16	0	8	2	1	0	34	2	33	0	33	0	2	0	14	0	8	1	35	0
protist_Zotu653	6	6	0	1	0	3	1	0	1	2	4	5	6	29	7	5	3	1	1	9	1	0	4	0	12	0	0	0	3	0	0	0	2	1	1	0	0	0	0	1	0	2	2	0	9	6	5	0	1	56	0	2	2	0	4	0	1	2	4	0	1	0	4	1	3	3	0	5	3	0	0	0	3	17	1	1	1	28	0	0	0	11	2	17	0	13	6	1	20	10	5	0	2	14	0	41	5	22	0	15	0	3	0	55	15	1	1
protist_Zotu69	18	66	15	87	0	25	26	34	10	14	49	216	35	14	36	1099	119	12	43	92	7	6	40	518	65	3	78	288	18	4	1	41	0	10	18	435	8	12	22	52	5	11	10	34	6	16	12	31	44	8	11	35	11	16	45	38	2	15	33	0	4	1	21	56	12	37	63	21	2	21	0	45	47	394	128	77	25	224	160	36	39	360	258	16	2	270	116	18	2	256	170	17	1	250	153	433	26	56	382	376	30	119	269	774	57	29	417
protist_Zotu743	2	0	0	0	5	0	2	0	0	0	7	1	4	0	3	6	11	0	1	9	1	0	7	4	5	1	1	3	6	1	5	0	5	0	5	1	0	2	2	1	0	1	6	0	0	4	4	0	6	2	0	4	21	0	4	1	2	1	13	0	3	0	2	0	0	2	7	8	2	3	0	0	0	3	0	22	1	18	1	2	0	38	1	1	0	27	0	16	0	22	0	0	1	36	1	31	0	2	3	71	0	4	0	15	0	5	1
protist_Zotu1113	2	2	1	1	0	0	0	1	0	3	0	6	3	3	17	9	5	0	5	18	0	2	4	9	4	1	0	5	0	0	0	0	0	0	0	2	0	0	3	1	0	2	0	0	0	0	0	2	0	0	1	7	0	1	0	0	0	2	1	0	0	1	1	1	2	0	19	0	0	1	0	5	9	9	1	9	19	1	1	7	14	3	0	0	2	2	0	0	0	7	1	1	2	3	1	52	10	4	9	44	13	0	17	34	23	3	9
protist_Zotu310	40	6	101	4	6	2	26	1	8	4	18	14	12	1	6	4	69	2	5	6	1	4	1	5	37	0	7	19	16	0	4	0	6	1	7	6	1	4	3	5	2	13	7	0	2	4	1	10	19	4	2	5	13	12	11	0	2	5	9	0	3	0	12	1	12	1	7	8	11	3	0	54	6	150	8	22	6	55	67	12	6	115	10	15	34	82	3	12	7	85	10	2	13	91	13	37	2	12	73	48	0	13	78	70	2	8	109
protist_Zotu397	1	0	2	9	1	0	0	1	7	3	18	14	7	1	3	10	47	0	7	13	9	15	8	2	21	0	20	16	5	0	5	0	9	1	4	54	0	5	1	5	16	3	4	0	0	5	7	0	6	3	15	16	2	1	8	5	24	0	6	0	19	0	13	6	17	8	8	16	1	9	0	27	8	99	14	34	2	13	13	35	6	91	45	52	1	32	4	73	1	46	7	49	1	107	3	68	0	28	7	67	4	11	13	165	11	1	2
protist_Zotu420	0	14	29	4	1	0	8	0	1	4	13	6	7	2	4	0	46	0	1	0	0	0	2	1	16	1	1	8	9	0	0	0	0	0	2	0	0	2	10	0	1	0	8	0	0	2	2	0	2	2	0	0	9	0	8	0	1	3	11	0	3	0	16	1	1	5	0	2	0	10	0	1	2	161	0	0	0	68	0	0	0	120	0	0	0	128	0	1	0	165	0	22	0	169	0	15	3	4	0	8	1	3	0	13	4	30	1
protist_Zotu445	2	1	0	0	0	0	3	1	7	0	2	14	11	0	9	3	44	1	2	0	6	1	5	4	10	1	1	43	30	0	4	0	11	2	13	5	4	6	8	1	5	3	7	0	1	4	5	0	6	31	56	3	15	2	10	0	36	0	9	0	5	0	15	5	6	5	6	8	0	12	0	8	1	11	0	5	6	39	6	3	1	42	1	12	0	64	0	69	0	46	0	0	0	40	1	50	4	21	1	9	1	18	3	22	1	84	0
protist_Zotu452	0	0	0	0	0	4	6	217	6	2	4	5	14	3	3	2	22	0	1	1	0	0	0	5	14	2	1	4	26	0	0	0	1	3	0	6	4	4	2	5	5	6	1	0	29	6	3	0	3	0	5	1	1	1	12	0	4	2	68	0	5	0	7	0	13	9	4	3	1	11	0	2	6	5	1	0	2	16	0	2	2	35	2	7	0	19	0	4	2	19	0	0	1	28	0	6	2	9	0	4	10	11	4	0	1	0	1
protist_Zotu625	1	2	0	0	0	2	2	1	0	6	2	0	5	0	3	0	3	0	2	3	0	0	1	0	2	0	0	5	0	2	3	0	0	0	1	3	0	1	3	1	0	2	0	0	1	2	3	0	5	0	1	0	0	14	3	1	0	1	8	0	0	1	3	0	3	0	1	0	0	0	0	1	4	75	4	0	1	17	2	1	1	16	2	2	1	6	1	1	0	22	1	0	1	14	2	9	8	5	20	11	13	4	123	5	14	4	1
protist_Zotu979	2	3	5	0	1	6	3	1	3	0	5	7	1	4	6	9	7	1	4	7	0	2	1	3	11	0	1	4	6	0	3	0	2	0	5	5	3	0	4	1	1	1	5	0	1	3	2	3	5	2	2	6	5	2	5	1	1	0	2	0	1	0	5	6	1	3	10	4	1	2	0	11	6	13	3	8	6	6	6	10	4	20	8	2	1	12	4	12	0	7	5	0	0	26	5	21	4	1	11	28	7	3	18	20	14	1	3
protist_Zotu548	0	2	0	1	2	6	3	0	0	17	0	18	1	3	2	0	17	0	6	0	0	0	10	1	9	1	0	6	4	3	1	0	2	0	4	1	1	4	1	0	0	2	0	0	0	0	0	1	0	23	0	6	2	0	3	6	0	11	1	0	1	0	1	1	14	1	0	0	1	3	0	0	25	15	0	38	9	15	8	13	5	45	4	3	0	50	10	1	0	14	19	0	1	32	1	8	12	3	13	1	30	10	1	1	38	0	0
protist_Zotu130	0	40	0	0	0	60	4	0	1	34	5	11	12	49	54	12	11	4	66	26	0	9	78	4	4	6	0	12	0	6	0	0	1	0	2	1	1	3	7	0	1	3	1	0	0	1	0	4	0	0	0	13	0	0	8	2	0	26	13	0	5	0	12	0	3	0	15	2	1	3	0	113	209	40	10	85	43	1	6	31	74	3	2	2	24	16	1	1	13	23	3	3	5	18	0	176	167	0	50	241	329	1	33	146	467	0	57
protist_Zotu563	0	0	0	0	2	1	16	1	0	1	3	4	0	0	5	8	0	1	4	0	0	0	1	2	9	0	7	6	0	0	4	0	1	0	6	54	0	0	6	1	0	3	1	0	0	0	7	2	0	0	0	0	1	0	0	0	0	1	2	0	1	0	3	4	0	2	1	1	0	0	0	0	3	0	4	1	1	0	8	0	2	1	9	11	0	1	1	1	1	8	7	0	0	2	5	2	2	0	95	3	5	0	27	0	5	0	66
protist_Zotu458	0	2	0	0	0	15	0	1	0	8	0	0	0	10	15	5	1	0	16	0	0	0	37	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	69	0	0	3	7	0	0	0	25	0	0	0	0	0	1	0	1	1	0	0	5	0	0	15	32	0	2	23	75	0	3	13	137	0	11
protist_Zotu298	13	11	2	42	8	7	3	1	3	10	0	51	13	5	10	5	7	2	8	18	14	1	13	54	8	2	8	19	2	0	0	0	0	1	1	40	0	2	2	9	3	2	2	3	1	3	1	2	1	1	16	5	9	0	6	14	1	5	2	0	0	1	2	67	2	1	8	0	21	2	0	4	42	26	61	1	29	5	6	1	40	22	6	2	9	10	13	0	16	12	26	3	14	11	3	7	49	20	26	9	73	3	59	28	83	4	12
protist_Zotu581	1	7	0	0	0	1	2	1	2	0	0	6	2	3	7	1	2	0	5	0	0	0	11	0	0	0	1	3	1	1	0	0	0	0	0	25	0	0	0	1	0	1	0	0	0	0	1	2	1	0	0	1	0	1	2	0	0	1	0	0	0	0	1	2	0	1	0	0	0	0	0	1	26	4	1	9	13	0	1	1	13	10	6	0	0	3	3	0	5	2	0	0	1	0	21	12	10	15	77	1	24	15	18	0	27	2	8
protist_Zotu424	0	60	0	0	0	53	0	0	0	50	0	1	0	20	12	1	7	7	6	0	0	26	5	0	2	10	0	3	0	3	1	0	2	14	6	3	0	4	0	0	0	1	0	0	0	4	1	0	0	1	0	0	0	1	0	0	0	18	1	0	0	0	3	0	2	1	1	0	3	1	0	0	48	12	3	0	69	5	26	0	49	4	3	2	1	17	5	0	3	30	10	0	4	8	0	2	11	3	3	0	24	1	1	2	11	0	0
protist_Zotu678	0	3	0	8	0	1	0	0	0	0	0	26	0	0	0	2	1	0	0	5	0	2	0	4	1	0	0	13	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	1	98	0	0	0	1	0	0	2	3	0	0	0	0	1	0	0	7	2	0	0	2	0	0	0	2	0	2	17	1	0	0	4	3	1	1	51	8	2	0	4	13	0	1	3	2	0	1	1	3	0	0	43	6	1	0	94	13	0	0	1
protist_Zotu434	0	0	0	4	2	1	1	0	0	0	0	0	2	1	4	0	5	0	0	0	0	0	8	0	2	0	0	4	0	0	1	0	0	0	5	0	0	0	2	0	0	0	1	0	0	2	1	0	0	0	0	1	1	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	14	62	9	1	4	0	3	1	1	1	0	0	0	5	0	0	1	11	0	0	2	1	0	7	20	0	32	9	21	1	69	21	31	45	78
protist_Zotu517	0	16	1	0	0	25	2	1	0	14	0	0	0	19	14	0	2	0	17	0	1	0	28	0	0	1	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	1	3	0	0	1	0	2	1	0	0	2	0	0	0	0	0	11	2	0	3	0	3	0	1	0	0	3	1	3	0	1	70	0	1	3	17	1	5	4	26	3	2	0	3	3	0	0	3	8	1	0	4	6	1	1	36	0	24	11	98	1	6	6	149	1	26
protist_Zotu779	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	1	0	0	7	0	2	0	1	0	0	2	0	6	0	7	9	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protist_Zotu107	49	1	122	2	21	0	69	0	14	0	80	5	131	0	3	3	439	0	7	16	30	7	2	8	273	0	31	4	135	0	10	0	101	3	26	0	20	9	23	1	29	14	34	0	23	18	4	1	211	4	5	21	167	18	25	1	71	1	10	0	20	0	28	17	21	6	8	14	0	25	0	50	0	351	4	160	0	384	10	34	0	790	2	80	0	150	1	149	0	209	4	71	1	208	2	70	0	236	1	117	0	672	1	106	2	350	2
