afterCorrection	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
protist_Zotu602	0.054347826	0	0	0.27173913	0	0	0	0.815217391	0	0	0	2.391304348	0	0	0	0	0	0	0	0.434782609	0.054347826	0	0	0.054347826	0.054347826	0	0.217391304	0.97826087	0	0	0	0	0	0	0	1.52173913	0.054347826	0	0	3.315217391	0.054347826	0	0	1.032608696	0.108695652	0	0.054347826	1.630434783	0	0	0	0.597826087	0	0	0	0.27173913	0.054347826	0	0	0	0.108695652	0	0	0.434782609	0.27173913	0	0.163043478	0.597826087	0	0	0	0.380434783	0	0	5.108695652	0.97826087	0	0	3.043478261	0.054347826	0	0	4.02173913	0.97826087	0	0.054347826	1.358695652	0.326086957	0	0	1.195652174	0	0	0	0.434782609	0.054347826	0	0	0.434782609	0.108695652	0	0.054347826	0	0	0	0	0
protist_Zotu139	2.608695652	0.108695652	0	5.923913043	0.815217391	0	0.054347826	12.06521739	0.434782609	0.054347826	0	6.902173913	0.326086957	0	0	1.032608696	0.597826087	0	0	4.402173913	0.434782609	0.108695652	0	5	9.782608696	0	0.434782609	5.489130435	3.423913043	0.054347826	0.054347826	0	19.7826087	0.163043478	0.054347826	15.32608696	0.652173913	0.054347826	0.054347826	3.152173913	2.5	0.108695652	0.054347826	0.434782609	0.326086957	0.054347826	0.27173913	1.576086957	0.108695652	0	0.054347826	0.489130435	0	0.054347826	0.108695652	0.163043478	0.380434783	0	0.054347826	0	5.326086957	0	0	1.467391304	8.75	0.108695652	2.663043478	6.847826087	0.054347826	0	0	5.326086957	0	0.217391304	1.304347826	2.826086957	0.217391304	0	1.141304348	1.358695652	0.326086957	0.054347826	0.815217391	5.380434783	0	0.27173913	0.597826087	7.554347826	0	0.054347826	0.108695652	1.52173913	0	0.054347826	0.489130435	1.032608696	0	0.054347826	0.543478261	0.380434783	0	0.054347826	0.054347826	1.52173913	0	0.054347826	0.380434783
protist_Zotu406	0.380434783	0.108695652	0	0.97826087	0.217391304	0	0.054347826	0.597826087	0.326086957	0	0	2.717391304	0.163043478	0	0	0.163043478	0.326086957	0	0	0.97826087	0.217391304	0.923913043	0	0.543478261	2.010869565	0	0	1.195652174	0.652173913	0	0	0	5.923913043	0.108695652	0.054347826	2.065217391	0.108695652	0	0	1.304347826	0.869565217	0.054347826	0	0.054347826	0	0.054347826	0.054347826	0.054347826	0.054347826	0	0	0.163043478	0.054347826	0	0	0.108695652	0.217391304	0.054347826	0	0	2.445652174	0	0	0.923913043	3.260869565	0	0.380434783	2.77173913	0	0	0	0.97826087	0.108695652	0.108695652	0.380434783	0.923913043	0	0	0.489130435	0.434782609	0.108695652	0.163043478	0.543478261	1.576086957	0	0.054347826	0.27173913	1.576086957	0	0.27173913	0.163043478	0.108695652	0	0.27173913	0.108695652	0.543478261	0	0.054347826	0.217391304	0.326086957	0	0	0.054347826	0.380434783	0	0.054347826	0
protist_Zotu148	3.315217391	0	3.532608696	0.217391304	2.336956522	0	6.358695652	0	0.380434783	0	8.75	0.054347826	2.989130435	0	0.597826087	0.27173913	6.630434783	0	0.217391304	0.869565217	1.52173913	0.543478261	0.163043478	0.108695652	2.010869565	0	4.076086957	0.489130435	3.369565217	0	1.630434783	0	5.108695652	1.141304348	1.52173913	0.163043478	0.27173913	0.760869565	1.52173913	0.054347826	0.706521739	0.97826087	3.152173913	0	0.380434783	1.739130435	1.576086957	0	5.054347826	0.27173913	0.27173913	0.108695652	2.065217391	2.934782609	0.326086957	0.163043478	0.652173913	0.054347826	0.380434783	0	0.434782609	0	0.27173913	1.467391304	0.27173913	0.108695652	0.380434783	0.108695652	0.326086957	0.543478261	0	0	0	3.097826087	0.108695652	0.108695652	0	3.260869565	0.054347826	0	0	1.032608696	0.054347826	0	0	0.434782609	0.163043478	0	0	2.119565217	0	0	0	1.793478261	0.489130435	0.597826087	0	26.35869565	0	1.739130435	0	41.52173913	0	5.597826087	0	32.98913043	0
protist_Zotu308	1.630434783	0	0	0	0.923913043	0	1.086956522	0	0	0	1.52173913	0	0.652173913	0	0	0.054347826	2.010869565	0	0.054347826	0.163043478	0.652173913	0.217391304	0	0.054347826	1.086956522	0	0.760869565	0	0.923913043	0	0.597826087	0	3.043478261	0.543478261	0.923913043	0	1.739130435	0.27173913	0.597826087	0	3.369565217	0.326086957	0.97826087	0	1.52173913	0.760869565	0.326086957	0	2.336956522	0	0	0	0.97826087	0.706521739	0.163043478	0	4.347826087	0	0	0	0.217391304	0	0	0.489130435	0.923913043	0	0	1.413043478	0	0	0	0	0	0.706521739	0	0.163043478	0	0.108695652	0.108695652	0.054347826	0	0	0.217391304	0.217391304	0	0.054347826	0.054347826	0.163043478	0	0.054347826	0.054347826	0	0	0	0.054347826	0.434782609	0	13.47826087	0	0.380434783	0	18.91304348	0	0.054347826	0	12.06521739	0
protist_Zotu423	0.760869565	0	2.336956522	0	0	0	1.086956522	0	0	0	5.108695652	0	0.326086957	0	0.163043478	0	0.597826087	0	0.108695652	0.054347826	0.27173913	0	0.108695652	0	0.054347826	0	0.27173913	0.054347826	0.27173913	0	0.163043478	0	0.054347826	0.108695652	0.326086957	0	0	0.054347826	0	0	0.054347826	0.326086957	0.380434783	0	0.489130435	0.652173913	0	0.163043478	0.434782609	11.08695652	0	0	0	0.869565217	0	0.054347826	0.108695652	0.815217391	0	0	0.054347826	0	0.27173913	0.163043478	0.108695652	0	0	0.054347826	0	0	0	0.054347826	0	0.434782609	0.27173913	0.054347826	0	0	0.27173913	0	0.163043478	0	0.108695652	0	0	0	0.054347826	0.054347826	0	1.032608696	0	0	0	0.27173913	0.163043478	0.054347826	0.054347826	5.923913043	0	0	0	8.369565217	0	0.27173913	0	0.597826087	0
protist_Zotu473	0.380434783	0	0	0	0.217391304	0	0.434782609	0	0	0	0.489130435	0	0.326086957	0	0	0	0.543478261	0	0	0	0.163043478	0	0	0	0.27173913	0	0.380434783	0	0.543478261	0	0.054347826	0	2.880434783	0.054347826	0.163043478	0	0.054347826	0.163043478	0.163043478	0	0.543478261	0.163043478	0.380434783	0	0.054347826	0	0.054347826	0	0.217391304	0	0	0	0.706521739	0.326086957	0	0	0.326086957	0	0	0	0.108695652	0	0	0.217391304	0	0	0	0.108695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054347826	0	0.163043478	0	0.054347826	0	0.163043478	0	0	0	0	0	0	0	0	0	5.108695652	0	0	0	12.98913043	0	0.054347826	0	6.25	0
protist_Zotu82	3.369565217	0.054347826	14.51086957	2.010869565	1.141304348	0	12.2826087	0.163043478	2.663043478	0.163043478	11.52173913	0.434782609	8.315217391	0	1.195652174	0.706521739	17.17391304	0.108695652	0.652173913	2.826086957	1.413043478	0.108695652	0.869565217	0.163043478	6.956521739	0.217391304	7.065217391	0.434782609	5.054347826	0.380434783	2.445652174	0	0.923913043	1.739130435	3.097826087	0.108695652	0.923913043	1.902173913	1.195652174	0	1.956521739	2.119565217	3.967391304	0	0.652173913	3.47826087	0.760869565	0.054347826	9.673913043	118.6956522	1.793478261	0.326086957	5.760869565	10.2173913	3.097826087	0.326086957	5.706521739	2.608695652	3.423913043	0	0.923913043	0	2.989130435	0.923913043	0.597826087	1.576086957	1.358695652	0.652173913	6.793478261	3.043478261	0	1.141304348	0	16.57608696	1.630434783	1.52173913	0.380434783	29.45652174	0.652173913	0.326086957	0	34.89130435	2.010869565	0.652173913	0.27173913	20.16304348	0.706521739	0.27173913	0.97826087	8.804347826	0.380434783	0.597826087	0.489130435	11.57608696	0.760869565	2.663043478	0	18.36956522	0	3.369565217	0	44.7826087	0	9.456521739	0	30.10869565	0
protist_Zotu95	4.184782609	0.054347826	2.989130435	0	2.173913043	0	8.043478261	0.054347826	0.108695652	0	10.38043478	0.217391304	4.565217391	0	0.27173913	0.108695652	9.130434783	0	0.434782609	0.380434783	1.902173913	0	0.054347826	0	0.27173913	0	4.510869565	0	2.391304348	0	3.152173913	0	0	1.793478261	3.967391304	0	0	1.086956522	2.336956522	0	0.163043478	1.25	3.695652174	0	0.326086957	2.119565217	0.760869565	0	5.054347826	0.054347826	0.163043478	0	2.880434783	3.152173913	0.217391304	0.27173913	0	0	0.163043478	0	0.054347826	0	0.27173913	2.065217391	0	0.054347826	0.217391304	0.054347826	0	0.380434783	0.054347826	0	0	2.22826087	0.434782609	0.163043478	0	1.739130435	0	0.163043478	0	1.304347826	0.054347826	0	0	1.25	0.597826087	0	0	2.663043478	0.054347826	0	0	0.97826087	0.054347826	2.608695652	0	60.86956522	0	1.358695652	0	94.89130435	0	5.706521739	0.054347826	64.7826087	0
protist_Zotu206	0.108695652	0	0	22.82608696	0.054347826	0	0	1.086956522	0	0	0	4.130434783	0.054347826	0	0	3.47826087	0	0	0	5.054347826	0.054347826	0	0	2.826086957	0.27173913	0	0	3.641304348	0	0	0.054347826	0	0	0	0	3.967391304	0.054347826	0	0	0.543478261	0.054347826	0	0	0.163043478	0.054347826	0	0.054347826	1.467391304	0	0	0	0.054347826	0	0	0	0.054347826	0.054347826	0	0	0	0.326086957	0	0	2.065217391	0.380434783	0	1.25	0.923913043	0	0	0	0.923913043	0	1.195652174	2.989130435	1.032608696	0	0	0.434782609	0.326086957	0	0	1.576086957	3.913043478	0.054347826	0	2.445652174	2.663043478	0	0	0.543478261	3.586956522	0	0	0.597826087	0.869565217	0	0.163043478	0.054347826	0.815217391	0	0.217391304	0	0.054347826	0	0.326086957	0.054347826
protist_Zotu138	2.22826087	1.52173913	10.97826087	16.4673913	0.326086957	0.434782609	6.684782609	0.380434783	0	1.793478261	8.206521739	1.739130435	0.597826087	1.304347826	1.630434783	6.25	0.706521739	0.326086957	0.869565217	1.032608696	0.163043478	0	1.195652174	0.543478261	0.163043478	0.163043478	4.72826087	3.206521739	0.163043478	0.163043478	0.652173913	0	0.054347826	0.163043478	0.380434783	3.043478261	0	0.108695652	0.489130435	0.652173913	0	0.217391304	0.380434783	0.163043478	0	0.380434783	0.434782609	0.163043478	1.739130435	0	0	0.108695652	0.434782609	1.576086957	0.163043478	0.489130435	0	0	0.163043478	0	0.054347826	0.108695652	0.108695652	1.195652174	0.217391304	0.054347826	1.195652174	0.380434783	0	0	0	1.032608696	0.489130435	1.956521739	5.108695652	0.380434783	0.869565217	1.793478261	4.293478261	0.27173913	1.195652174	2.065217391	3.858695652	0.326086957	1.086956522	0.217391304	1.684782609	0.597826087	0	0.489130435	2.010869565	1.086956522	0	0.163043478	0.97826087	3.043478261	0.163043478	2.989130435	1.467391304	0.97826087	0.108695652	24.13043478	3.206521739	4.293478261	0.108695652	4.619565217	7.119565217
protist_Zotu205	0	0	0	3.097826087	0	0	0	0	0	0	0	2.880434783	0	0	0.054347826	0.054347826	0	0	0	0	0	0	0	4.945652174	0	0	0.054347826	1.195652174	0	0	0	0	0	0	0	2.065217391	0.108695652	0	0	0	0.163043478	0	0	0.434782609	0.054347826	0	0.054347826	0.108695652	0	0	0	0	0	0	0.054347826	0.543478261	0.163043478	0	0.054347826	0	0.163043478	0.054347826	0	0	0.054347826	0	0	0.652173913	0	0	0	0.163043478	0	0.217391304	8.586956522	0.054347826	0	0	14.56521739	0.163043478	0	0	19.40217391	0	0	0	11.90217391	0.108695652	0	0	5.108695652	0	0	0	7.663043478	0	0	0	7.880434783	0	0	0	8.097826087	0	0	0	4.836956522
protist_Zotu229	0.815217391	0.27173913	19.45652174	0.108695652	0	0.217391304	3.152173913	0.054347826	0.054347826	5.326086957	7.880434783	0.869565217	0.217391304	0.652173913	4.510869565	0.054347826	0.217391304	0.326086957	2.282608696	0.869565217	0.054347826	0.054347826	2.336956522	3.641304348	0.489130435	1.032608696	5.434782609	0.27173913	0.054347826	0.706521739	0.815217391	0	0	0.27173913	0.108695652	0.652173913	0	0	0.380434783	0.326086957	0	0	1.847826087	0.380434783	0.054347826	0.163043478	0.163043478	2.22826087	1.358695652	0	0.108695652	0	0.326086957	0.760869565	0.054347826	0.380434783	0	1.195652174	0.054347826	0	0	0	0.489130435	0.108695652	0	0.326086957	0.217391304	0.163043478	0.27173913	0.163043478	0	0.163043478	0.27173913	0.108695652	2.173913043	0	0.760869565	1.467391304	1.52173913	0.108695652	0.489130435	0.380434783	4.891304348	0	0.217391304	1.032608696	1.52173913	0	0.326086957	0.706521739	2.065217391	0.217391304	0	0.815217391	0.97826087	0.054347826	0.434782609	0.27173913	2.445652174	0.27173913	0.108695652	3.532608696	0.054347826	0.108695652	0.489130435	0.054347826	0.706521739
protist_Zotu351	0.054347826	0	0.054347826	0.543478261	0	0	0	0	0.054347826	0	0.108695652	1.141304348	0	0	0	0.380434783	0	0	0	1.739130435	0	0	0	0.163043478	0.108695652	0	0.054347826	0.706521739	0	0	0	0	0.163043478	0	0	0.108695652	0	0	0.054347826	0.054347826	0	0.054347826	0	0	0.108695652	0	0	0	0	0	0	0	0	0	0.054347826	0.054347826	0	0	0.054347826	0	0.652173913	0	0	0.108695652	1.141304348	0	0.054347826	0.652173913	0	0.054347826	0.217391304	0	0	0.054347826	0.163043478	0	0	0	0.597826087	0	0	0.163043478	0.434782609	1.739130435	0	0	0	4.293478261	0	0.108695652	0.108695652	44.23913043	0	0.054347826	0	0	0	0	3.423913043	0.108695652	0	0	1.304347826	0	0.054347826	0.054347826	4.347826087
protist_Zotu160	0.054347826	0.27173913	0	4.782608696	0.108695652	0	0.217391304	0.217391304	0	0	0.163043478	0.652173913	0.054347826	0.054347826	0	0.434782609	0.217391304	0.054347826	0	0.97826087	0	0	0.108695652	1.413043478	0	0	0.054347826	0.27173913	0.054347826	0	0	0	0.054347826	0	0	1.032608696	0	0	0	0.217391304	0	0.054347826	0.054347826	8.913043478	0	0	0	0.108695652	0.054347826	0	0	0.054347826	0	0.108695652	0.054347826	0.054347826	0	0	0.108695652	0	0.054347826	0.163043478	0	0	0	0	0.760869565	0.108695652	0	0.054347826	0	0.326086957	0	0.489130435	0.489130435	1.467391304	0	0.217391304	1.032608696	0.597826087	0	0.108695652	1.141304348	1.086956522	0	0.326086957	0.760869565	0	0	1.25	1.358695652	0.543478261	0	0.217391304	0.054347826	2.173913043	0	0.217391304	12.11956522	1.141304348	0	0.652173913	10.59782609	1.304347826	0	0.597826087	22.5
protist_Zotu354	0.543478261	0.054347826	15.59782609	0.054347826	0.108695652	0	5.923913043	0	0	0	15.16304348	0.054347826	0.054347826	0	2.391304348	0	0.163043478	0	2.22826087	0	0	0	1.195652174	0	0.163043478	0	3.043478261	0	0	0	0.923913043	0	0	0	1.902173913	0	0	0	0.97826087	0	0	0	0.869565217	0	0	0.108695652	0.652173913	0	0.434782609	0	0.108695652	0	0.163043478	0.27173913	0.163043478	0	0	0	0.163043478	0	0	0	0.217391304	0.054347826	0	0.054347826	0	0	0	0.217391304	0	0	0	0.97826087	0	0	0	1.630434783	0	0	0.108695652	1.684782609	0	0	0	1.304347826	0	0	0.054347826	1.847826087	0	0	0	2.77173913	0	0	0.108695652	0.163043478	0	0.217391304	0	0.869565217	0	0.108695652	0.27173913	1.195652174	0
protist_Zotu108	0	0	0	0.054347826	0	0	0.326086957	0	0	0	0.434782609	0.706521739	0	0	0	0.434782609	0	0	0	1.956521739	0	0	0	35.48913043	0	0	0.054347826	2.391304348	0	0	0	0	0	0	0.706521739	0.27173913	0.163043478	0.054347826	0.217391304	0.054347826	0.054347826	0.163043478	0.163043478	4.02173913	0	0.054347826	0	0	0	0	0	1.304347826	0	0	0.326086957	0.108695652	0.108695652	0	0	0	0	0	0.163043478	0	0.326086957	0.054347826	0.97826087	0.108695652	0	0	0	1.847826087	0	0	0	3.913043478	0	0	0.27173913	1.847826087	0	0.054347826	0.108695652	0.27173913	0	0.326086957	0	0	0	0.217391304	0.108695652	0.108695652	0	0.380434783	0	21.73913043	0	0	0	19.34782609	0	0	0	23.91304348	0	0	0.054347826
protist_Zotu122	0	0.054347826	2.173913043	0.054347826	0	0	0.054347826	0	0	0	0.054347826	0.108695652	0.054347826	0	0.108695652	0	0	0	0	0.163043478	0	0	0	40.86956522	0	0	0	0	0.054347826	0	0	0	0	0	0.163043478	0.054347826	0	0	0	0	0	0	0	2.5	0	0.054347826	0	0	0	0	0	0.108695652	0.054347826	0	0.108695652	0	0	0	0.108695652	0	0	0	0.054347826	0	0.217391304	0	0	0	0	0.108695652	0	0.163043478	0	0.054347826	0.108695652	0.489130435	0.163043478	1.467391304	0.217391304	0.054347826	0	0.760869565	0.054347826	0.108695652	0	0.108695652	0	0	0	0.054347826	0.217391304	1.956521739	0	0.108695652	0.217391304	1.902173913	0	0	0	0.869565217	0.054347826	0	0	0.760869565	0	0	0.054347826
protist_Zotu166	0.108695652	0	0.97826087	4.402173913	0	0	0.217391304	0	0.108695652	0.108695652	0.597826087	0.543478261	0	0	0	0.489130435	0	0	0	1.52173913	0.054347826	0	0	3.043478261	0.054347826	0	0	4.510869565	0	0	0	0	0.054347826	0.054347826	0.217391304	0.597826087	0.217391304	0.054347826	0.163043478	0	0	0.054347826	0.923913043	2.826086957	0.434782609	0.380434783	0	0	0.108695652	0	0	1.086956522	0	0	0.108695652	0.108695652	0.380434783	0	0	0	0.597826087	0	0.163043478	0.108695652	0.597826087	0	0.652173913	0.597826087	0	0.108695652	0	5.706521739	0.054347826	0.706521739	0.163043478	9.076086957	0	0.597826087	0.380434783	2.22826087	0	0.108695652	0.760869565	9.891304348	0	0.217391304	0.380434783	4.782608696	0	0.217391304	0.543478261	54.89130435	0	2.22826087	0.054347826	21.73913043	0	0	0	9.836956522	0	0.054347826	0.054347826	23.26086957	0.054347826	0	0
protist_Zotu223	0.108695652	7.336956522	0.434782609	0.054347826	0.054347826	4.782608696	0.543478261	0.217391304	0.108695652	3.097826087	0.652173913	0.054347826	0.380434783	3.695652174	1.684782609	0.108695652	0.27173913	1.358695652	2.880434783	0	0.326086957	6.195652174	0.869565217	0	0	0.97826087	0.489130435	0	0.380434783	3.097826087	2.5	0	0.108695652	3.369565217	0.706521739	0	0	0.489130435	0.380434783	0	0	2.065217391	0.543478261	0	0	2.989130435	1.576086957	0.597826087	0.163043478	6.25	0.326086957	0	0.217391304	3.152173913	0.326086957	0	0	4.836956522	3.967391304	0	0	0.706521739	0.108695652	0	0	0.108695652	0.326086957	0	4.402173913	0.326086957	0	0	0.489130435	0.489130435	0	0	0.869565217	0.380434783	0	0	2.282608696	0.97826087	0	0	1.141304348	0.163043478	0	0	0.923913043	0.163043478	0	0	0.489130435	0.054347826	0	0	0.869565217	0.380434783	0	0.163043478	0.380434783	0.380434783	0	0.326086957	1.141304348	0.163043478	0.054347826
protist_Zotu257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.597826087	0	0	0	0.217391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434782609	0	0	0	0	31.57608696	0	0	0	50.43478261	0	1.739130435	14.13043478	0	0	0	0.97826087	0	0	0.597826087	1.304347826	0	0	1.358695652	0.163043478	0	0	0.108695652	1.195652174	0	0	0	1.739130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protist_Zotu291	0.434782609	5.760869565	0	0.163043478	0.923913043	4.619565217	0.108695652	0	0.27173913	3.532608696	1.467391304	0.815217391	0.543478261	2.554347826	0.815217391	0	0.543478261	0.597826087	0.706521739	0.380434783	0.108695652	4.402173913	0.326086957	1.630434783	0.27173913	1.032608696	0.163043478	0.054347826	0.27173913	1.413043478	0.108695652	0	0.054347826	0.869565217	0.815217391	0	1.25	0.326086957	0.163043478	0	0.869565217	0.217391304	0.380434783	0.27173913	2.5	0.054347826	0.217391304	0	2.445652174	0	0	0.163043478	4.076086957	1.141304348	0	0.054347826	2.22826087	0.652173913	0	0	0.652173913	0.054347826	0.054347826	0	6.739130435	0.380434783	0.326086957	0.489130435	0.380434783	0.054347826	0	0.27173913	0.380434783	1.52173913	0.054347826	0.652173913	1.304347826	0.326086957	0.815217391	0.217391304	1.195652174	0.326086957	0.27173913	0.217391304	0.163043478	0	0.054347826	0.054347826	0.217391304	0.108695652	0.27173913	0	0.108695652	0.706521739	0	2.717391304	0.869565217	1.141304348	0	0.163043478	0.97826087	1.739130435	0	0.815217391	0.652173913	0.489130435	0
protist_Zotu325	0.108695652	0	0	3.47826087	0	0	0.054347826	0.108695652	0	0	0	1.195652174	0	0	0	0.217391304	0	0	0	0.380434783	0	0	0	0.380434783	0	0	0	0.326086957	0	0	0	0	0	0.054347826	0	1.630434783	0.108695652	0	0	0.597826087	0.163043478	0	0	3.260869565	0.054347826	0	0	0	0	0	0	1.358695652	0	0	0.054347826	2.826086957	0.054347826	0	0.27173913	0	0.760869565	0	0	0.815217391	0.380434783	0	0.706521739	0.97826087	0	0	0	0.869565217	0.108695652	0.217391304	12.77173913	1.304347826	0	0.652173913	11.52173913	1.032608696	0	0	6.086956522	0.815217391	0	0	8.206521739	0.217391304	0	0.054347826	8.532608696	0.217391304	0	0	3.043478261	0.27173913	0	0.054347826	0.923913043	0	0	0	0.760869565	0.489130435	0	0	2.173913043
protist_Zotu430	0.434782609	0.054347826	0.326086957	0	0.163043478	0.27173913	0.380434783	0	0.108695652	0	0.869565217	0	1.413043478	0.434782609	0	0	1.141304348	0	0.163043478	0.108695652	0.163043478	0	0.108695652	0	0.543478261	0.108695652	0.163043478	0	0.054347826	0.108695652	0.163043478	0	0	0	0.326086957	0	0.380434783	0.108695652	0.27173913	0	0.652173913	0.054347826	0.380434783	0	1.032608696	0.217391304	0.108695652	0	0.27173913	0	0.054347826	0.108695652	0.434782609	0.163043478	0.054347826	0.054347826	2.282608696	0	0	0	0.163043478	0	0	0.27173913	0.054347826	0	0	0.054347826	0	0.163043478	0	2.173913043	0.380434783	0.27173913	0.054347826	0.27173913	0.97826087	0.434782609	0	0.27173913	0.652173913	0.217391304	0	0.27173913	0	2.554347826	0	0	0.108695652	0.108695652	0.108695652	0	0.380434783	0.217391304	0.163043478	0.27173913	0.217391304	4.565217391	0	0.597826087	0.217391304	7.282608696	0	0.380434783	0.706521739	8.097826087	0
protist_Zotu460	0	0.054347826	0	0	0	0.489130435	1.086956522	0	0	0.108695652	0	0.054347826	0	0.163043478	0.108695652	0	0	0.217391304	0.108695652	0	0	0	0.217391304	2.554347826	0	0	0	0	0.108695652	0.054347826	0	0	0	0	0	0	0	0	0.054347826	0.108695652	0.054347826	0.054347826	0	0.326086957	0	0.054347826	0	0.163043478	0	0	0	0	0	0	0	0.163043478	0	0.108695652	0	0	0.108695652	0	0	0	0	0	0	0	0.326086957	0	0	1.141304348	0.760869565	0	1.630434783	0.217391304	1.358695652	0.108695652	0.489130435	0	2.554347826	0.108695652	0.597826087	0.054347826	0.054347826	0	0.326086957	0	0.054347826	0	0.27173913	0	0.108695652	0	0.108695652	0	0.27173913	0.163043478	2.989130435	0.054347826	0.054347826	0	0.380434783	0	0.108695652	0	0
protist_Zotu530	0	0.434782609	0	0	0	0.163043478	0.163043478	0	0	0.217391304	0	0.054347826	0	0.054347826	0.217391304	0.217391304	0	0.108695652	0.054347826	0.054347826	0.054347826	0.054347826	0.054347826	0	0	0	0.108695652	0.054347826	0	0.163043478	0.108695652	0	0	0.108695652	0.054347826	0	0	0.054347826	0.054347826	0	0	0.054347826	0.108695652	0	0	0.054347826	0	0.163043478	0.054347826	0	0	0	0	0	0	0.054347826	0	0.108695652	0.163043478	0	0	0	0	0	0	0	0.217391304	0	0.054347826	0.108695652	0	1.086956522	0	0	0.054347826	1.032608696	0.108695652	0	0	0.217391304	0	0	0.108695652	0	0.108695652	0.054347826	0.217391304	0	0	0.054347826	0	0	0	0.054347826	0.108695652	1.141304348	0.054347826	0.054347826	6.141304348	2.336956522	0.054347826	0	1.141304348	2.010869565	0.108695652	0	3.315217391
protist_Zotu543	0	2.663043478	0	0.217391304	0	0.97826087	0	0.108695652	0	0.163043478	0	1.086956522	0	0.489130435	0.054347826	0	0	0.326086957	0.054347826	0	0.054347826	0.163043478	0.163043478	0.108695652	0	0.054347826	0	0	0	0.489130435	0.108695652	0	0	0.760869565	0	0	0	0.054347826	0	0	0	0.054347826	0	0	0	0.054347826	0	7.22826087	0	0	0.108695652	0	0.054347826	0	0	0	0.054347826	0.108695652	0	0	0	0	0	0	0	0	0	0	0.054347826	0.054347826	0	0	0.054347826	0.054347826	0	0	0.326086957	0.054347826	0.326086957	0	0.108695652	0	0	0	0.108695652	0	0	0	0	0	0	0	0	0	0	0.054347826	0.27173913	0.054347826	4.673913043	0	0.380434783	0	0.869565217	0	0.489130435	0	0
protist_Zotu569	0.054347826	0.054347826	0	0	0	0	0.108695652	0	0	0.054347826	0.326086957	0.326086957	0.054347826	0.108695652	0	0.326086957	0	0	0	0.760869565	0	0	0	0	0	0	0	0.054347826	0	0	0	0	0	0	0.108695652	0	0.434782609	0.108695652	0.108695652	0	0.054347826	0.054347826	0.380434783	0	0	0.217391304	0.054347826	0	0	0	0	0.489130435	0	0	0.054347826	0.217391304	0	0	0.108695652	0	0.054347826	0.054347826	0.163043478	0	0.108695652	0	0.489130435	0.27173913	0	0	0	4.076086957	0.054347826	0	0.163043478	7.010869565	0.108695652	0	0.163043478	5.652173913	0.108695652	0	0.217391304	0	0	0.054347826	0.108695652	0	0	0	0	0	0	0.163043478	0.054347826	5.869565217	0	0	0.108695652	6.195652174	0.217391304	0.108695652	0.108695652	12.98913043	0.054347826	0	0
