allGfishSid	Sample	Value
id283	LTPC2May	275.5
id283	LTPC2Nov	92.5
id283	LTPC3Aug	301.5
id283	LTPC3Feb	19
id283	LTPC3May	33.5
id283	LTPC3Nov	49
id283	SKBlu1Aug	88.5
id283	SKBlu1Feb	217
id283	SKBlu1May	21
id283	SKBlu1Nov	138
id283	SKBlu2Aug	112.5
id283	SKBlu2Feb	103.5
id283	SKBlu2May	55
id283	SKBlu2Nov	123.5
id283	SKBlu3Aug	35
id283	SKBlu3Feb	54.5
id283	SKBlu3May	61
id283	SKBlu3Nov	155.5
id283	SKLKW1Aug	56.5
id283	SKLKW1Feb	170.5
id283	SKLKW1May	18.5
id283	SKLKW1Nov	99.5
id283	SKLKW2Aug	51.5
id283	SKLKW2Feb	225.5
id283	SKLKW2May	25
id283	SKLKW2Nov	89.5
id283	SKLKW3Aug	51.5
id283	SKLKW3Feb	87.5
id283	SKLKW3May	40.5
id283	SKLKW3Nov	91.5
id283	SKSha1Aug	51
id283	SKSha1Feb	164.5
id283	SKSha1May	76.5
id283	SKSha1Nov	102
id283	SKSha2Aug	37.5
id283	SKSha2Feb	424
id283	SKSha2May	184.5
id283	SKSha2Nov	169
id283	SKSha3Aug	191.5
id283	SKSha3Feb	312
id283	SKSha3May	117
id283	SKSha3Nov	127.5
id284	HKBea1Aug	11.69811321
id284	HKBea1Feb	2.641509434
id284	HKBea1May	1.132075472
id284	HKBea1Nov	2.641509434
id284	HKBea2Aug	10.18867925
id284	HKBea2Feb	0.377358491
id284	HKBea2May	3.018867925
id284	HKBea2Nov	5.283018868
id284	HKBea3Aug	12.0754717
id284	HKBea3Feb	1.509433962
id284	HKBea3May	3.773584906
id284	HKBea3Nov	1.886792453
id284	HKSta1Aug	13.20754717
id284	HKSta1Feb	1.509433962
id284	HKSta1May	4.905660377
id284	HKSta1Nov	0
id284	HKSta2Aug	12.83018868
id284	HKSta2Feb	1.509433962
id284	HKSta2May	4.150943396
id284	HKSta2Nov	0.377358491
id284	HKSta3Aug	14.33962265
id284	HKSta3Feb	0
id284	HKSta3May	3.396226415
id284	HKSta3Nov	2.264150943
id284	HKSW1Aug	30.18867924
id284	HKSW1Feb	1.132075472
id284	HKSW1May	2.264150943
id284	HKSW1Nov	1.132075472
id284	HKSW2Aug	21.88679246
id284	HKSW2Feb	1.509433962
id284	HKSW2May	1.132075472
id284	HKSW2Nov	0
id284	HKSW3Aug	18.11320755
id284	HKSW3Feb	4.905660377
id284	HKSW3May	2.641509434
id284	HKSW3Nov	1.132075472
id284	LTCC1Aug	4.150943396
id284	LTCC1Feb	1.132075472
id284	LTCC1May	1.509433962
id284	LTCC1Nov	2.641509434
id284	LTCC2Aug	9.433962264
id284	LTCC2Feb	1.886792453
id284	LTCC2May	1.509433962
id284	LTCC2Nov	0.377358491
id284	LTCC3Aug	2.641509434
id284	LTCC3Feb	3.018867925
id284	LTCC3May	0
id284	LTCC3Nov	1.132075472
id284	LTCMW1Aug	10.18867925
id284	LTCMW1Feb	2.264150943
id284	LTCMW1May	0.754716981
id284	LTCMW1Nov	3.018867924
id284	LTCMW2Aug	6.037735849
id284	LTCMW2Feb	1.509433962
id284	LTCMW2May	4.150943396
id284	LTCMW2Nov	5.283018868
id284	LTCMW3Aug	7.924528302
id284	LTCMW3Feb	2.264150943
id284	LTCMW3May	1.132075472
id284	LTCMW3Nov	2.264150943
id284	LTPC1Aug	9.811320755
id284	LTPC1Feb	2.264150943
id284	LTPC1May	1.886792453
id284	LTPC1Nov	1.886792453
id284	LTPC2Aug	9.433962264
id284	LTPC2May	3.018867925
id284	LTPC2Nov	1.886792453
id284	LTPC3Aug	3.396226415
id284	LTPC3Feb	6.79245283
id284	LTPC3May	1.886792453
id284	LTPC3Nov	1.886792453
id284	SKBlu1Aug	9.811320755
id284	SKBlu1Feb	7.169811321
id284	SKBlu1May	1.132075472
id284	SKBlu1Nov	4.905660377
id284	SKBlu2Aug	4.905660377
id284	SKBlu2Feb	7.169811321
id284	SKBlu2May	0.754716981
id284	SKBlu2Nov	3.396226415
id284	SKBlu3Aug	10.56603774
id284	SKBlu3Feb	3.018867924
id284	SKBlu3May	3.396226415
id284	SKBlu3Nov	1.509433962
id284	SKLKW1Aug	5.660377359
id284	SKLKW1Feb	7.924528302
id284	SKLKW1May	4.528301887
id284	SKLKW1Nov	1.886792453
id284	SKLKW2Aug	2.641509434
id284	SKLKW2Feb	10.94339623
id284	SKLKW2May	5.660377358
id284	SKLKW2Nov	4.905660377
id284	SKLKW3Aug	2.264150943
id284	SKLKW3Feb	10.94339623
id284	SKLKW3May	1.886792453
id284	SKLKW3Nov	3.018867925
id284	SKSha1Aug	4.150943396
id284	SKSha1Feb	10.56603774
id284	SKSha1May	0.377358491
id284	SKSha1Nov	4.905660377
id284	SKSha2Aug	10.18867925
id284	SKSha2Feb	24.90566038
id284	SKSha2May	2.264150943
id284	SKSha2Nov	3.018867925
id284	SKSha3Aug	16.2264151
id284	SKSha3Feb	13.20754717
id284	SKSha3May	3.773584906
id284	SKSha3Nov	4.150943396
id285	HKBea1Aug	23.01886793
id285	HKBea1Feb	9.433962264
id285	HKBea1May	7.169811321
id285	HKBea1Nov	2.641509434
id285	HKBea2Aug	18.86792452
id285	HKBea2Feb	3.396226415
id285	HKBea2May	4.150943396
id285	HKBea2Nov	4.150943396
id285	HKBea3Aug	24.52830189
id285	HKBea3Feb	8.679245283
id285	HKBea3May	4.150943396
id285	HKBea3Nov	6.037735849
id285	HKSta1Aug	34.71698114
id285	HKSta1Feb	11.69811321
id285	HKSta1May	7.547169811
id285	HKSta1Nov	0
id285	HKSta2Aug	35.47169812
id285	HKSta2Feb	7.169811321
id285	HKSta2May	8.301886792
id285	HKSta2Nov	3.396226415
id285	HKSta3Aug	16.22641509
id285	HKSta3Feb	8.301886793
id285	HKSta3May	4.528301887
id285	HKSta3Nov	7.169811321
id285	HKSW1Aug	19.62264151
id285	HKSW1Feb	9.433962264
id285	HKSW1May	6.037735849
id285	HKSW1Nov	9.811320755
id285	HKSW2Aug	15.47169811
id285	HKSW2Feb	6.41509434
id285	HKSW2May	3.018867925
id285	HKSW2Nov	0
id285	HKSW3Aug	12.0754717
id285	HKSW3Feb	19.24528302
id285	HKSW3May	4.905660377
id285	HKSW3Nov	9.056603774
id285	LTCC1Aug	10.94339623
id285	LTCC1Feb	14.33962264
id285	LTCC1May	7.924528302
id285	LTCC1Nov	12.45283019
id285	LTCC2Aug	14.33962264
id285	LTCC2Feb	22.64150943
id285	LTCC2May	7.16981132
id285	LTCC2Nov	12.83018868
id285	LTCC3Aug	13.96226415
id285	LTCC3Feb	21.50943396
id285	LTCC3May	6.037735849
id285	LTCC3Nov	13.20754717
id285	LTCMW1Aug	13.58490566
id285	LTCMW1Feb	16.60377358
id285	LTCMW1May	11.32075472
id285	LTCMW1Nov	8.301886793
id285	LTCMW2Aug	11.32075472
id285	LTCMW2Feb	15.09433962
id285	LTCMW2May	1.132075472
id285	LTCMW2Nov	11.32075472
id285	LTCMW3Aug	23.77358491
id285	LTCMW3Feb	22.26415094
id285	LTCMW3May	3.396226415
id285	LTCMW3Nov	22.64150943
id285	LTPC1Aug	16.22641509
id285	LTPC1Feb	22.64150943
id285	LTPC1May	10.56603774
id285	LTPC1Nov	7.547169811
id285	LTPC2Aug	15.09433962
id285	LTPC2May	12.45283019
id285	LTPC2Nov	7.169811321
id285	LTPC3Aug	15.47169811
id285	LTPC3Feb	39.24528302
id285	LTPC3May	7.547169811
id285	LTPC3Nov	3.018867925
id285	SKBlu1Aug	7.169811321
id285	SKBlu1Feb	18.86792453
id285	SKBlu1May	2.264150943
id285	SKBlu1Nov	5.283018868
id285	SKBlu2Aug	11.32075472
id285	SKBlu2Feb	9.433962265
id285	SKBlu2May	0.754716981
id285	SKBlu2Nov	10.18867925
id285	SKBlu3Aug	9.056603774
id285	SKBlu3Feb	15.47169811
id285	SKBlu3May	4.528301887
id285	SKBlu3Nov	3.773584906
id285	SKLKW1Aug	4.150943396
id285	SKLKW1Feb	11.32075472
id285	SKLKW1May	3.018867925
id285	SKLKW1Nov	6.79245283
id285	SKLKW2Aug	1.886792454
id285	SKLKW2Feb	10.18867925
id285	SKLKW2May	3.396226415
id285	SKLKW2Nov	10.18867925
id285	SKLKW3Aug	0.754716981
id285	SKLKW3Feb	5.283018868
id285	SKLKW3May	3.773584906
id285	SKLKW3Nov	5.283018868
id285	SKSha1Aug	12.83018868
id285	SKSha1Feb	21.13207547
id285	SKSha1May	0
id285	SKSha1Nov	6.41509434
id285	SKSha2Aug	13.58490566
id285	SKSha2Feb	21.50943396
id285	SKSha2May	3.773584906
id285	SKSha2Nov	7.547169812
id285	SKSha3Aug	19.62264151
id285	SKSha3Feb	24.90566037
id285	SKSha3May	1.509433962
id285	SKSha3Nov	7.924528302
id286	HKBea1Aug	0
id286	HKBea1Feb	15.79804561
id286	HKBea1May	0.325732899
id286	HKBea1Nov	0.814332248
id286	HKBea2Aug	2.768729642
id286	HKBea2Feb	2.931596091
id286	HKBea2May	0
id286	HKBea2Nov	1.628664495
id286	HKBea3Aug	0.488599349
id286	HKBea3Feb	4.560260586
id286	HKBea3May	0.977198697
id286	HKBea3Nov	1.628664495
id286	HKSta1Aug	0
id286	HKSta1Feb	182.4104234
id286	HKSta1May	0.325732899
id286	HKSta1Nov	50.81433225
id286	HKSta2Aug	0
id286	HKSta2Feb	1.628664495
id286	HKSta2May	0
id286	HKSta2Nov	0.325732899
id286	HKSta3Aug	7.491856678
id286	HKSta3Feb	25.57003257
id286	HKSta3May	0
id286	HKSta3Nov	0
id286	HKSW1Aug	1.302931596
id286	HKSW1Feb	1.302931596
id286	HKSW1May	0
id286	HKSW1Nov	0.16286645
id286	HKSW2Aug	1.465798046
id286	HKSW2Feb	14.98371335
id286	HKSW2May	5.048859935
id286	HKSW2Nov	643.9739413
id286	HKSW3Aug	3.583061889
id286	HKSW3Feb	0
id286	HKSW3May	0
id286	HKSW3Nov	3.42019544
id286	LTCC1Aug	3.583061889
id286	LTCC1Feb	0
id286	LTCC1May	0
id286	LTCC1Nov	2.931596092
id286	LTCC2Aug	10.58631922
id286	LTCC2Feb	0
id286	LTCC2May	0
id286	LTCC2Nov	4.397394137
id286	LTCC3Aug	0.488599349
id286	LTCC3Feb	0
id286	LTCC3May	0
id286	LTCC3Nov	0
id286	LTCMW1Aug	0
id286	LTCMW1Feb	0
id286	LTCMW1May	0.651465798
id286	LTCMW1Nov	0
id286	LTCMW2Aug	0.814332248
id286	LTCMW2Feb	0
id286	LTCMW2May	12.54071661
id286	LTCMW2Nov	5.863192182
id286	LTCMW3Aug	0
id286	LTCMW3Feb	0
id286	LTCMW3May	3.42019544
id286	LTCMW3Nov	2.605863192
id286	LTPC1Aug	0
id286	LTPC1Feb	0
id286	LTPC1May	0
id286	LTPC1Nov	7.491856677
id286	LTPC2Aug	1.791530945
id286	LTPC2May	0.977198698
id286	LTPC2Nov	0.977198697
id286	LTPC3Aug	7.328990228
id286	LTPC3Feb	292.8338762
id286	LTPC3May	0
id286	LTPC3Nov	32.08469056
id286	SKBlu1Aug	0
id286	SKBlu1Feb	0
id286	SKBlu1May	0
id286	SKBlu1Nov	2.605863192
id286	SKBlu2Aug	0
id286	SKBlu2Feb	34.03908795
id286	SKBlu2May	0
id286	SKBlu2Nov	1.465798046
id286	SKBlu3Aug	0
id286	SKBlu3Feb	77.36156352
id286	SKBlu3May	0
id286	SKBlu3Nov	0.977198697
id286	SKLKW1Aug	1.302931596
id286	SKLKW1Feb	0
id286	SKLKW1May	0
id286	SKLKW1Nov	0.16286645
id286	SKLKW2Aug	0.488599349
id286	SKLKW2Feb	0
id286	SKLKW2May	2.931596091
id286	SKLKW2Nov	0
id286	SKLKW3Aug	0.16286645
id286	SKLKW3Feb	0
id286	SKLKW3May	0
id286	SKLKW3Nov	0
id286	SKSha1Aug	0.325732899
id286	SKSha1Feb	0
id286	SKSha1May	0
id286	SKSha1Nov	0.325732899
id286	SKSha2Aug	0
id286	SKSha2Feb	0
id286	SKSha2May	0
id286	SKSha2Nov	0
id286	SKSha3Aug	2.442996743
id286	SKSha3Feb	0
id286	SKSha3May	0
id286	SKSha3Nov	0
id287	HKBea1Aug	4.068522484
id287	HKBea1Feb	1.713062099
id287	HKBea1May	2.684796574
id287	HKBea1Nov	13.0620985
id287	HKBea2Aug	11.53490364
id287	HKBea2Feb	0
id287	HKBea2May	2.527194861
id287	HKBea2Nov	1.927194861
id287	HKBea3Aug	7.922912206
id287	HKBea3Feb	0
id287	HKBea3May	1.284796574
id287	HKBea3Nov	0.642398287
id287	HKSta1Aug	3.597858672
id287	HKSta1Feb	8.823982869
id287	HKSta1May	1.284796574
id287	HKSta1Nov	0
id287	HKSta2Aug	2.78372591
id287	HKSta2Feb	8.482655246
id287	HKSta2May	1.442398287
id287	HKSta2Nov	5.995717345
id287	HKSta3Aug	6.638115632
id287	HKSta3Feb	7.440256959
id287	HKSta3May	0.4
id287	HKSta3Nov	4.068522484
id287	HKSW1Aug	0
id287	HKSW1Feb	7.298929336
id287	HKSW1May	7.710920771
id287	HKSW1Nov	3.426124197
id287	HKSW2Aug	1.713062099
id287	HKSW2Feb	8.110920771
id287	HKSW2May	1.070663812
id287	HKSW2Nov	0
id287	HKSW3Aug	1.284796574
id287	HKSW3Feb	13.78372591
id287	HKSW3May	0.814132762
id287	HKSW3Nov	5.995717345
id287	LTCC1Aug	7.494646681
id287	LTCC1Feb	42.72419701
id287	LTCC1May	14.49250535
id287	LTCC1Nov	85.96830835
id287	LTCC2Aug	19.70021413
id287	LTCC2Feb	38.11006424
id287	LTCC2May	9.308779443
id287	LTCC2Nov	81.58458244
id287	LTCC3Aug	15.20342612
id287	LTCC3Feb	37.92847966
id287	LTCC3May	19.33062098
id287	LTCC3Nov	111.1349036
id287	LTCMW1Aug	2.997858672
id287	LTCMW1Feb	22.56531049
id287	LTCMW1May	7.339186296
id287	LTCMW1Nov	22.6980728
id287	LTCMW2Aug	17.13062099
id287	LTCMW2Feb	20.01199144
id287	LTCMW2May	2.569593148
id287	LTCMW2Nov	24.62526767
id287	LTCMW3Aug	4.282655246
id287	LTCMW3Feb	27.30877944
id287	LTCMW3May	2.141327623
id287	LTCMW3Nov	25.05353319
id287	LTPC1Aug	60.59957174
id287	LTPC1Feb	48.11991434
id287	LTPC1May	15.04796574
id287	LTPC1Nov	37.68736617
id287	LTPC2Aug	47.90920771
id287	LTPC2May	23.05781585
id287	LTPC2Nov	26.124197
id287	LTPC3Aug	19.48608137
id287	LTPC3Feb	44.67751606
id287	LTPC3May	7.038115632
id287	LTPC3Nov	30.62098501
id287	SKBlu1Aug	1.498929336
id287	SKBlu1Feb	5.18372591
id287	SKBlu1May	0
id287	SKBlu1Nov	2.141327623
id287	SKBlu2Aug	4.282655246
id287	SKBlu2Feb	3.169593148
id287	SKBlu2May	1.242398287
id287	SKBlu2Nov	3.854389722
id287	SKBlu3Aug	0.428265525
id287	SKBlu3Feb	1.284796574
id287	SKBlu3May	2.127194861
id287	SKBlu3Nov	0
id287	SKLKW1Aug	1.927194861
id287	SKLKW1Feb	12.28051392
id287	SKLKW1May	1.498929336
id287	SKLKW1Nov	9.207708779
id287	SKLKW2Aug	0.642398287
id287	SKLKW2Feb	0.642398287
id287	SKLKW2May	4.411991435
id287	SKLKW2Nov	2.355460385
id287	SKLKW3Aug	2.997858672
id287	SKLKW3Feb	0
id287	SKLKW3May	3.854389722
id287	SKLKW3Nov	4.282655246
id287	SKSha1Aug	4.282655247
id287	SKSha1Feb	3.4
id287	SKSha1May	0
id287	SKSha1Nov	0.642398287
id287	SKSha2Aug	0.642398287
id287	SKSha2Feb	6.113062099
id287	SKSha2May	1.028265525
id287	SKSha2Nov	2.141327623
id287	SKSha3Aug	1.284796574
id287	SKSha3Feb	10.32719486
id287	SKSha3May	0.828265525
id287	SKSha3Nov	2.997858672
id288	HKBea1Aug	4.285714286
id288	HKBea1Feb	0.357142857
id288	HKBea1May	2.142857143
id288	HKBea1Nov	0
id288	HKBea2Aug	4.464285714
id288	HKBea2Feb	0.178571429
id288	HKBea2May	1.428571429
id288	HKBea2Nov	1.071428571
id288	HKBea3Aug	4.642857143
id288	HKBea3Feb	0.357142857
id288	HKBea3May	1.428571429
id288	HKBea3Nov	0.178571429
id288	HKSta1Aug	6.071428571
id288	HKSta1Feb	0.892857143
id288	HKSta1May	0
id288	HKSta1Nov	3.035714286
id288	HKSta2Aug	6.785714286
id288	HKSta2Feb	1.964285714
id288	HKSta2May	0.714285714
id288	HKSta2Nov	0
id288	HKSta3Aug	4.107142857
id288	HKSta3Feb	1.25
id288	HKSta3May	0.535714286
id288	HKSta3Nov	0.178571429
id288	HKSW1Aug	9.642857143
id288	HKSW1Feb	3.75
id288	HKSW1May	1.964285714
id288	HKSW1Nov	0.535714286
id288	HKSW2Aug	6.071428571
id288	HKSW2Feb	2.678571429
id288	HKSW2May	0
id288	HKSW2Nov	0
id288	HKSW3Aug	4.821428571
id288	HKSW3Feb	2.5
id288	HKSW3May	0
id288	HKSW3Nov	0
id288	LTCC1Aug	2.857142857
id288	LTCC1Feb	3.392857143
id288	LTCC1May	10.71428571
id288	LTCC1Nov	0.178571429
id288	LTCC2Aug	3.214285714
id288	LTCC2Feb	3.928571429
id288	LTCC2May	10.89285714
id288	LTCC2Nov	0.357142857
id288	LTCC3Aug	2.142857143
id288	LTCC3Feb	1.071428571
id288	LTCC3May	22.14285714
id288	LTCC3Nov	0
id288	LTCMW1Aug	4.642857143
id288	LTCMW1Feb	7.321428571
id288	LTCMW1May	22.5
id288	LTCMW1Nov	1.071428571
id288	LTCMW2Aug	8.75
id288	LTCMW2Feb	5.178571429
id288	LTCMW2May	7.321428571
id288	LTCMW2Nov	0
id288	LTCMW3Aug	12.32142857
id288	LTCMW3Feb	7.321428571
id288	LTCMW3May	26.25
id288	LTCMW3Nov	0.714285714
id288	LTPC1Aug	6.071428571
id288	LTPC1Feb	5.892857143
id288	LTPC1May	3.571428571
id288	LTPC1Nov	0
id288	LTPC2Aug	5.535714286
id288	LTPC2May	3.75
id288	LTPC2Nov	0.178571429
id288	LTPC3Aug	5
id288	LTPC3Feb	2.5
id288	LTPC3May	1.964285714
id288	LTPC3Nov	2.5
id288	SKBlu1Aug	1.071428571
id288	SKBlu1Feb	3.035714286
id288	SKBlu1May	0
id288	SKBlu1Nov	0.178571429
id288	SKBlu2Aug	1.428571429
id288	SKBlu2Feb	3.035714286
id288	SKBlu2May	0
id288	SKBlu2Nov	0
id288	SKBlu3Aug	1.785714286
id288	SKBlu3Feb	0.892857143
id288	SKBlu3May	0
id288	SKBlu3Nov	0
id288	SKLKW1Aug	0.357142857
id288	SKLKW1Feb	0.892857143
id288	SKLKW1May	0.535714286
id288	SKLKW1Nov	0.178571429
id288	SKLKW2Aug	0.535714286
id288	SKLKW2Feb	0
id288	SKLKW2May	2.857142857
id288	SKLKW2Nov	1.607142857
id288	SKLKW3Aug	0.178571429
id288	SKLKW3Feb	1.607142857
id288	SKLKW3May	1.428571429
id288	SKLKW3Nov	0
id288	SKSha1Aug	0.357142857
id288	SKSha1Feb	1.428571429
id288	SKSha1May	0
id288	SKSha1Nov	0
id288	SKSha2Aug	0.357142857
id288	SKSha2Feb	1.071428571
id288	SKSha2May	0.357142857
id288	SKSha2Nov	0
id288	SKSha3Aug	1.071428571
id288	SKSha3Feb	1.785714286
id288	SKSha3May	0.357142857
id288	SKSha3Nov	0.714285714
id289	HKBea1Aug	5.283018868
id289	HKBea1Feb	14.33962264
id289	HKBea1May	6.41509434
id289	HKBea1Nov	31.32075472
id289	HKBea2Aug	3.773584906
id289	HKBea2Feb	3.773584906
id289	HKBea2May	10.56603774
id289	HKBea2Nov	5.283018868
id289	HKBea3Aug	5.283018868
id289	HKBea3Feb	15.47169811
id289	HKBea3May	21.13207547
id289	HKBea3Nov	22.64150943
id289	HKSta1Aug	6.037735849
id289	HKSta1Feb	12.45283019
id289	HKSta1May	6.037735849
id289	HKSta1Nov	15.8490566
id289	HKSta2Aug	9.056603774
id289	HKSta2Feb	5.660377358
id289	HKSta2May	6.79245283
id289	HKSta2Nov	12.83018868
id289	HKSta3Aug	6.037735849
id289	HKSta3Feb	12.83018868
id289	HKSta3May	6.79245283
id289	HKSta3Nov	12.83018868
id289	HKSW1Aug	10.18867925
id289	HKSW1Feb	18.49056604
id289	HKSW1May	18.49056604
id289	HKSW1Nov	18.86792453
id289	HKSW2Aug	6.41509434
id289	HKSW2Feb	7.547169811
id289	HKSW2May	7.924528302
id289	HKSW2Nov	0
id289	HKSW3Aug	14.33962264
id289	HKSW3Feb	26.79245283
id289	HKSW3May	9.811320755
id289	HKSW3Nov	17.73584906
id289	LTCC1Aug	10.18867925
id289	LTCC1Feb	1.509433962
id289	LTCC1May	5.660377358
id289	LTCC1Nov	16.60377358
id289	LTCC2Aug	6.41509434
id289	LTCC2Feb	4.528301887
id289	LTCC2May	4.528301887
id289	LTCC2Nov	12.0754717
id289	LTCC3Aug	9.433962264
id289	LTCC3Feb	2.264150943
id289	LTCC3May	4.905660377
id289	LTCC3Nov	12.83018868
id289	LTCMW1Aug	9.056603774
id289	LTCMW1Feb	4.905660377
id289	LTCMW1May	3.773584906
id289	LTCMW1Nov	15.09433962
id289	LTCMW2Aug	12.45283019
id289	LTCMW2Feb	1.509433962
id289	LTCMW2May	0
id289	LTCMW2Nov	15.47169811
id289	LTCMW3Aug	7.547169811
id289	LTCMW3Feb	5.660377358
id289	LTCMW3May	1.509433962
id289	LTCMW3Nov	15.47169811
id289	LTPC1Aug	5.283018868
id289	LTPC1Feb	6.79245283
id289	LTPC1May	2.264150943
id289	LTPC1Nov	4.905660377
id289	LTPC2Aug	8.301886792
id289	LTPC2May	1.886792453
id289	LTPC2Nov	7.547169811
id289	LTPC3Aug	7.547169811
id289	LTPC3Feb	4.905660377
id289	LTPC3May	0.754716981
id289	LTPC3Nov	2.264150943
id289	SKBlu1Aug	3.018867925
id289	SKBlu1Feb	20.75471698
id289	SKBlu1May	1.132075472
id289	SKBlu1Nov	15.09433962
id289	SKBlu2Aug	2.641509434
id289	SKBlu2Feb	28.30188679
id289	SKBlu2May	5.283018868
id289	SKBlu2Nov	13.96226415
id289	SKBlu3Aug	3.396226415
id289	SKBlu3Feb	23.77358491
id289	SKBlu3May	3.018867925
id289	SKBlu3Nov	17.73584906
id289	SKLKW1Aug	1.132075472
id289	SKLKW1Feb	10.56603774
id289	SKLKW1May	6.415094339
id289	SKLKW1Nov	12.83018868
id289	SKLKW2Aug	2.641509434
id289	SKLKW2Feb	16.60377359
id289	SKLKW2May	7.547169811
id289	SKLKW2Nov	10.18867925
id289	SKLKW3Aug	1.509433962
id289	SKLKW3Feb	16.98113208
id289	SKLKW3May	3.018867925
id289	SKLKW3Nov	15.47169811
id289	SKSha1Aug	2.641509434
id289	SKSha1Feb	12.45283019
id289	SKSha1May	0.754716981
id289	SKSha1Nov	10.18867925
id289	SKSha2Aug	2.641509434
id289	SKSha2Feb	23.01886792
id289	SKSha2May	2.264150943
id289	SKSha2Nov	18.86792453
id289	SKSha3Aug	3.018867925
id289	SKSha3Feb	20.75471698
id289	SKSha3May	1.132075472
id289	SKSha3Nov	11.32075472
id29	HKBea1Aug	1
id29	HKBea1Feb	22
id29	HKBea1May	9
id29	HKBea1Nov	4
id29	HKBea2Aug	87
id29	HKBea2Feb	9
id29	HKBea2May	16
id29	HKBea2Nov	0
id29	HKBea3Aug	5
id29	HKBea3Feb	30
id29	HKBea3May	8
id29	HKBea3Nov	8
id29	HKSta1Aug	17
id29	HKSta1Feb	17
id29	HKSta1May	159
id29	HKSta1Nov	5
id29	HKSta2Aug	4
id29	HKSta2Feb	772
id29	HKSta2May	12
id29	HKSta2Nov	0
id29	HKSta3Aug	244
id29	HKSta3Feb	12
id29	HKSta3May	106
id29	HKSta3Nov	10
id29	HKSW1Aug	3
id29	HKSW1Feb	7
id29	HKSW1May	76
id29	HKSW1Nov	0
id29	HKSW2Aug	0
id29	HKSW2Feb	14
id29	HKSW2May	615
id29	HKSW2Nov	0
id29	HKSW3Aug	0
id29	HKSW3Feb	61
id29	HKSW3May	1394
id29	HKSW3Nov	14
id29	LTCC1Aug	4
id29	LTCC1Feb	924
id29	LTCC1May	177
id29	LTCC1Nov	1455
id29	LTCC2Aug	0
id29	LTCC2Feb	110
id29	LTCC2May	9
id29	LTCC2Nov	0
id29	LTCC3Aug	10
id29	LTCC3Feb	405
id29	LTCC3May	58
id29	LTCC3Nov	0
id29	LTCMW1Aug	9
id29	LTCMW1Feb	44
id29	LTCMW1May	57
id29	LTCMW1Nov	130
id29	LTCMW2Aug	6
id29	LTCMW2Feb	73
id29	LTCMW2May	0
id29	LTCMW2Nov	38
id29	LTCMW3Aug	8
id29	LTCMW3Feb	93
id29	LTCMW3May	1
id29	LTCMW3Nov	5
id29	LTPC1Aug	6
id29	LTPC1Feb	79
id29	LTPC1May	11
id29	LTPC1Nov	12
id29	LTPC2Aug	1
id29	LTPC2May	1
id29	LTPC2Nov	0
id29	LTPC3Aug	1
id29	LTPC3Feb	61
id29	LTPC3May	2
id29	LTPC3Nov	0
id29	SKBlu1Aug	0
id29	SKBlu1Feb	1
id29	SKBlu1May	16
id29	SKBlu1Nov	3
id29	SKBlu2Aug	0
id29	SKBlu2Feb	37
id29	SKBlu2May	11
id29	SKBlu2Nov	0
id29	SKBlu3Aug	0
id29	SKBlu3Feb	1
id29	SKBlu3May	18
id29	SKBlu3Nov	0
id29	SKLKW1Aug	3
id29	SKLKW1Feb	12
id29	SKLKW1May	11
id29	SKLKW1Nov	0
id29	SKLKW2Aug	0
id29	SKLKW2Feb	25
id29	SKLKW2May	23
id29	SKLKW2Nov	1
id29	SKLKW3Aug	0
id29	SKLKW3Feb	1
id29	SKLKW3May	55
id29	SKLKW3Nov	3
id29	SKSha1Aug	1
id29	SKSha1Feb	4
id29	SKSha1May	12
id29	SKSha1Nov	0
id29	SKSha2Aug	0
id29	SKSha2Feb	391
id29	SKSha2May	23
id29	SKSha2Nov	0
id29	SKSha3Aug	9
id29	SKSha3Feb	41
id29	SKSha3May	0
id29	SKSha3Nov	0
id290	HKBea1Aug	40
id290	HKBea1Feb	137.3584906
id290	HKBea1May	21.88679245
id290	HKBea1Nov	0
id290	HKBea2Aug	43.77358491
id290	HKBea2Feb	86.79245283
id290	HKBea2May	19.24528302
id290	HKBea2Nov	14.71698113
id290	HKBea3Aug	40.37735849
id290	HKBea3Feb	140
id290	HKBea3May	17.73584906
id290	HKBea3Nov	10.18867925
id290	HKSta1Aug	57.73584906
id290	HKSta1Feb	170.5660377
id290	HKSta1May	15.47169811
id290	HKSta1Nov	0.754716981
id290	HKSta2Aug	77.73584906
id290	HKSta2Feb	321.8867925
id290	HKSta2May	20
id290	HKSta2Nov	10.18867925
id290	HKSta3Aug	40.75471698
id290	HKSta3Feb	122.6415094
id290	HKSta3May	11.69811321
id290	HKSta3Nov	7.924528302
id290	HKSW1Aug	53.58490566
id290	HKSW1Feb	532.4528302
id290	HKSW1May	19.24528302
id290	HKSW1Nov	11.32075472
id290	HKSW2Aug	46.79245283
id290	HKSW2Feb	191.6981132
id290	HKSW2May	13.20754717
id290	HKSW2Nov	0
id290	HKSW3Aug	45.28301887
id290	HKSW3Feb	513.5849056
id290	HKSW3May	9.433962264
id290	HKSW3Nov	10.94339623
id290	LTCC1Aug	16.60377358
id290	LTCC1Feb	377.3584906
id290	LTCC1May	27.54716981
id290	LTCC1Nov	14.71698113
id290	LTCC2Aug	18.86792453
id290	LTCC2Feb	376.6037736
id290	LTCC2May	20.37735849
id290	LTCC2Nov	13.20754717
id290	LTCC3Aug	16.60377358
id290	LTCC3Feb	210.9433963
